Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Relative Humidity [%](TimeStep),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](TimeStep),Environment:Site Direct Solar Radiation Rate per Area [W/m2](TimeStep),LIVING_UNIT1:Zone Air Temperature [C](TimeStep),LIVING_UNIT1:Zone Air Relative Humidity [%](TimeStep),LIVING_UNIT1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),LIVING_UNIT1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),ATTIC_UNIT1:Zone Air Relative Humidity [%](TimeStep),CRAWLSPACE_UNIT1:Zone Air Relative Humidity [%](TimeStep),Whole Building:Facility Total Purchased Electricity Energy [J](TimeStep),Whole Building:Facility Total Surplus Electricity Energy [J](TimeStep),Whole Building:Facility Net Purchased Electricity Energy [J](TimeStep),DAYSOFWEEK:Schedule Value [](TimeStep),Electricity:Facility [J](TimeStep),Cooling:Electricity [J](TimeStep),Heating:Electricity [J](TimeStep),Photovoltaic:ElectricityProduced [J](TimeStep),Cogeneration:ElectricityPurchased [J](TimeStep),Cogeneration:ElectricitySurplusSold [J](TimeStep),dishwasher:InteriorEquipment:Electricity [J](TimeStep) 
 08/01  21:10:00,32.3833333333333,30,0,0,28.8217477164194,36.4126943425735,15,28.8189163208008,31.1802219232981,48.5087972178943,313579.585810504,0,313579.585810504,1,313579.585810504,183633.931375262,0,0,313579.585810504,0,0
 08/01  21:15:00,32.125,30.5,0,0,28.7416241574623,36.7407780392068,15,28.7388324737549,31.8049676683638,49.1282676515937,306561.924986172,0,306561.924986172,1,306561.924986172,177573.576563838,0,0,306561.924986172,0,0
 08/01  21:20:00,31.8666666666667,31,0,0,28.661570193671,37.0669330741022,15,28.6587505340576,32.4193939370344,49.7043556414404,308016.230679621,0,308016.230679621,1,308016.230679621,178706.098689036,0,0,308016.230679621,0,0
 08/01  21:25:00,31.6083333333333,31.5,0,0,28.5814872514002,37.3911952705155,15,28.5786666870117,33.0284573992286,50.2394336941029,307513.843851351,0,307513.843851351,1,307513.843851351,178187.540876317,0,0,307513.843851351,0,0
 08/01  21:30:00,31.35,32,0,0,28.5013996137174,37.7134173630411,15,28.4985828399658,33.6351668881278,50.7388543148431,306745.392156459,0,306745.392156459,1,306745.392156459,177443.334826341,0,0,306745.392156459,0,0
 08/01  21:35:00,31.0916666666667,32.5,0,0,28.4213136579465,38.0334434496362,15,28.4185009002686,34.2406195278027,51.2068009913438,305895.249733026,0,305895.249733026,1,305895.249733026,176620.664843061,0,0,305895.249733026,0,0
 08/01  21:40:00,30.8333333333333,33,0,0,28.341222150008,38.3511227907957,15,28.3384170532227,34.8449650941691,51.6459995891496,304862.023408973,0,304862.023408973,1,304862.023408973,175655.579375252,0,0,304862.023408973,0,0
 08/01  21:45:00,30.575,33.5,0,0,28.2611301556657,38.6662672352556,15,28.2583332061768,35.4481381738195,52.0585534066398,676525.812855069,0,676525.812855069,1,676525.812855069,174621.463842754,0,0,676525.812855069,0,0
 08/01  21:50:00,30.3166666666667,34,0,0,28.1810348194235,38.9787139160099,15,28.1782493591309,36.0501143060441,52.4463869078082,1652251.15888899,0,1652251.15888899,1,1652251.15888899,173475.083311323,0,0,1652251.15888899,0,0
 08/01  21:55:00,30.0583333333333,34.5,0,0,28.1012773763992,39.2848874890607,15,28.0981674194336,36.6509176463608,52.8113178798789,301600.999943899,0,301600.999943899,1,301600.999943899,172627.297071563,0,0,301600.999943899,0,0
 08/01  22:00:00,29.8,35,0,0,28.0212089492433,39.5807766303614,15,28.0180835723877,37.2505739763145,53.1549766830822,301428.945323796,0,301428.945323796,1,301428.945323796,172393.091448123,0,0,301428.945323796,0,0
 08/01  22:05:00,29.5583333333333,35.5,0,0,27.9410955280208,39.8662023194114,15,27.9379997253418,37.8487428291695,53.4755580104795,261368.867821086,0,261368.867821086,1,261368.867821086,169710.784951529,0,0,261368.867821086,0,0
 08/01  22:10:00,29.3166666666667,36,0,0,27.8659828461604,40.1290874807168,15,27.8630828857422,38.4442104185295,53.7768949445158,258548.454933296,0,258548.454933296,1,258548.454933296,167244.54218524,0,0,258548.454933296,0,0
 08/01  22:15:00,29.075,36.5,0,0,27.791060822771,40.3802072736646,15,27.7881660461426,39.0333812213856,54.0632813795323,258062.114301648,0,258062.114301648,1,258062.114301648,166752.284967819,0,0,258062.114301648,0,0
 08/01  22:20:00,28.8333333333333,37,0,0,27.7161337206798,40.6204121279003,15,27.713249206543,39.6126372560935,54.3371178712348,256563.147823057,0,256563.147823057,1,256563.147823057,165405.03433545,0,0,256563.147823057,0,0
 08/01  22:25:00,28.5916666666667,37.5,0,0,27.6412100142146,40.8502307043987,15,27.638334274292,40.180042628067,54.5991163723614,255217.773416113,0,255217.773416113,1,255217.773416113,164188.270384395,0,0,255217.773416113,0,0
 08/01  22:30:00,28.35,38,0,0,27.5662844991405,41.0702112817511,15,27.5634174346924,40.7353170579169,54.8493805239457,253875.628097407,0,253875.628097407,1,253875.628097407,162975.002117049,0,0,253875.628097407,0,0
 08/01  22:35:00,28.1083333333333,38.5,0,0,27.4913582768394,41.2808470542145,15,27.4885005950928,41.2789835144851,55.0880402383185,252475.891062139,0,252475.891062139,1,252475.891062139,161713.975035948,0,0,252475.891062139,0,0
 08/01  22:40:00,27.8666666666667,39,0,0,27.4164318270871,41.482583685862,15,27.4135837554932,41.8117097982977,55.3153418320913,251063.468961388,0,251063.468961388,1,251063.468961388,160443.1315969,0,0,251063.468961388,0,0
 08/01  22:45:00,27.625,39.5,0,0,27.3415047093883,41.6758491806745,15,27.3386669158936,42.3340669669898,55.5315539991235,249594.855935015,0,249594.855935015,1,249594.855935015,159125.872679926,0,0,249594.855935015,0,0
 08/01  22:50:00,27.3833333333333,40,0,0,27.2665773051296,41.8610360119552,15,27.2637500762939,42.8465456500095,55.7369231580245,248113.921392643,0,248113.921392643,1,248113.921392643,157799.217566689,0,0,248113.921392643,0,0
 08/01  22:55:00,27.1416666666667,40.5,0,0,27.1916491868702,42.0384237507289,15,27.1888332366943,43.349607601897,55.9316717809311,246581.153660039,0,246581.153660039,1,246581.153660039,156429.959792101,0,0,246581.153660039,0,0
 08/01  23:00:00,26.9,41,0,0,27.1167205632188,42.2082731822283,15,27.1139163970947,43.8436854749669,56.1159936484472,245022.054700982,0,245022.054700982,1,245022.054700982,155039.628243439,0,0,245022.054700982,0,0
 08/01  23:05:00,26.6916666666667,41.4166666666667,0,0,27.0417625932767,42.3698320278574,15,27.0389995574951,44.3257871457022,56.2826697925745,213519.185496177,0,213519.185496177,1,213519.185496177,151608.440284305,0,0,213519.185496177,0,0
 08/01  23:10:00,26.4833333333333,41.8333333333333,0,0,26.9768128976142,42.500370126344,15,26.9744167327881,44.7959840100007,56.4312845053389,207943.49718171,0,207943.49718171,1,207943.49718171,146856.015779552,0,0,207943.49718171,0,0
 08/01  23:15:00,26.275,42.25,0,0,26.9122158001366,42.6243506279866,15,26.9098339080811,45.2568699809901,56.5657899055396,207002.017496287,0,207002.017496287,1,207002.017496287,146000.355231222,0,0,207002.017496287,0,0
 08/01  23:20:00,26.0666666666667,42.6666666666667,0,0,26.8476062125703,42.7435942540514,15,26.8452491760254,45.7105162367982,56.6892970222125,204002.900454431,0,204002.900454431,1,204002.900454431,143417.885017899,0,0,204002.900454431,0,0
 08/01  23:25:00,25.8583333333333,43.0833333333333,0,0,26.7830026172916,42.8584300030896,15,26.7806663513184,46.1578437941048,56.8031814094582,201484.07142253,0,201484.07142253,1,201484.07142253,141240.524244043,0,0,201484.07142253,0,0
 08/01  23:30:00,25.65,43.5,0,0,26.7179837447833,42.9700066818202,15,26.7160835266113,46.5991326947396,56.9079491935302,199170.756793619,0,199170.756793619,1,199170.756793619,139237.296429293,0,0,199170.756793619,0,0
 08/01  23:35:00,25.4416666666667,43.9166666666667,0,0,26.6533621276847,43.0764986062381,15,26.6515007019043,47.0345764878968,57.0039341821728,196554.190798145,0,196554.190798145,1,196554.190798145,136981.410524532,0,0,196554.190798145,0,0
 08/01  23:40:00,25.2333333333333,44.3333333333333,0,0,26.5887534507699,43.1789717668744,15,26.5869159698486,47.4644411684845,57.0915323274053,194219.269352795,0,194219.269352795,1,194219.269352795,134963.418276886,0,0,194219.269352795,0,0
 08/01  23:45:00,25.025,44.75,0,0,26.5241459312265,43.2776126627453,15,26.5223331451416,47.8890201178806,57.1711397312571,191805.809899822,0,191805.809899822,1,191805.809899822,132881.286670937,0,0,191805.809899822,0,0
 08/01  23:50:00,24.8166666666667,45.1666666666667,0,0,26.4595388946292,43.3725747554119,15,26.4577503204346,48.3085924068691,57.2431198485689,189415.017715601,0,189415.017715601,1,189415.017715601,130819.843149157,0,0,189415.017715601,0,0
 08/01  23:55:00,24.6083333333333,45.5833333333333,0,0,26.394932136664,43.4639932717847,15,26.3931674957275,48.7233918268238,57.3077890453987,187052.637327397,0,187052.637327397,1,187052.637327397,128783.879619932,0,0,187052.637327397,0,0
 08/01  24:00:00,24.4,46,0,0,26.330324310594,43.5520020728478,15,26.3285827636719,49.1329732504689,57.364609029461,184687.126429333,0,184687.126429333,1,184687.126429333,126746.988034496,0,0,184687.126429333,0,0
 08/02  00:05:00,24.2583333333333,46.4166666666667,0,0,26.2657164315895,43.6415080535479,15,26.2639999389648,49.542167792418,57.4246069525145,170915.774456897,0,170915.774456897,1,170915.774456897,124706.043220915,0,0,170915.774456897,0,0
 08/02  00:10:00,24.1166666666667,46.8333333333333,0,0,26.2211877614602,43.6865081492259,15,26.2200832366943,49.9574446729494,57.4970050381125,1747928.14148366,0,1747928.14148366,1,1747928.14148366,116841.320719193,0,0,1747928.14148366,0,0
 08/02  00:15:00,23.975,47.25,0,0,26.1772586582325,43.7346340359889,15,26.1761665344238,50.381132466399,57.5843623127625,231285.629376139,0,231285.629376139,1,231285.629376139,116854.499409758,0,0,231285.629376139,0,0
 08/02  00:20:00,23.8333333333333,47.6666666666667,0,0,26.133308818161,43.787313778417,15,26.1322498321533,50.8123745698051,57.6854176136493,157394.536018343,0,157394.536018343,1,157394.536018343,113291.174895827,0,0,157394.536018343,0,0
 08/02  00:25:00,23.6916666666667,48.0833333333333,0,0,26.0893663231162,43.8441250327471,15,26.0883331298828,51.249255697039,57.7975808845149,154091.586576602,0,154091.586576602,1,154091.586576602,110497.502505761,0,0,154091.586576602,0,0
 08/02  00:30:00,23.55,48.5,0,0,26.0454252588676,43.9046754620558,15,26.0444164276123,51.6902491752981,57.9183717356147,150937.263446688,0,150937.263446688,1,150937.263446688,107829.799494452,0,0,150937.263446688,0,0
 08/02  00:35:00,23.4083333333333,48.9166666666667,0,0,26.0014850099995,43.968592602696,15,26.0004997253418,52.1345094801628,58.0458341970591,147877.411012312,0,147877.411012312,1,147877.411012312,105242.727398757,0,0,147877.411012312,0,0
 08/02  00:40:00,23.2666666666667,49.3333333333333,0,0,25.9575454875691,44.0355635077204,15,25.9565830230713,52.5816092682635,58.1784716031661,144904.757795448,0,144904.757795448,1,144904.757795448,102730.127693841,0,0,144904.757795448,0,0
 08/02  00:45:00,23.125,49.75,0,0,25.9136066130855,44.1053111015103,15,25.9126663208008,53.0312586508659,58.3150805872107,142010.934681811,0,142010.934681811,1,142010.934681811,100284.93972361,0,0,142010.934681811,0,0
 08/02  00:50:00,22.9833333333333,50.1666666666667,0,0,25.8696683193407,44.1775831995168,15,25.8687496185303,53.4831870306152,58.454637676493,139188.982424699,0,139188.982424699,1,139188.982424699,97901.2785028031,0,0,139188.982424699,0,0
 08/02  00:55:00,22.8416666666667,50.5833333333333,0,0,25.825730551523,44.2521608069276,15,25.8248329162598,53.9371324381725,58.596277336734,136432.969924552,0,136432.969924552,1,136432.969924552,95574.1341700998,0,0,136432.969924552,0,0
 08/02  01:00:00,22.7,51,0,0,25.7817932660457,44.32883959924,15,25.7809162139893,54.3928559972456,58.7392634363028,133737.762402219,0,133737.762402219,1,133737.762402219,93299.1672914127,0,0,133737.762402219,0,0
 08/02  01:05:00,22.6166666666667,51.25,0,0,25.7378514442204,44.4033955679698,15,25.7369995117187,54.8422487274288,58.8693262783822,130552.752447356,0,130552.752447356,1,130552.752447356,90627.1321935303,0,0,130552.752447356,0,0
 08/02  01:10:00,22.5333333333333,51.5,0,0,25.711630815855,44.4344403320209,15,25.7111663818359,55.2811277856517,58.9838468038722,121488.000311837,0,121488.000311837,1,121488.000311837,83057.8479177693,0,0,121488.000311837,0,0
 08/02  01:15:00,22.45,51.75,0,0,25.6857897320663,44.4671056656272,15,25.6853332519531,55.7083308406797,59.0889981358196,121018.287776902,0,121018.287776902,1,121018.287776902,82651.4494916105,0,0,121018.287776902,0,0
 08/02  01:20:00,22.3666666666667,52,0,0,25.6599358435991,44.5036111967467,15,25.6595001220703,56.1225570743286,59.1904326733505,116513.744148976,0,116513.744148976,1,116513.744148976,78885.2619417291,0,0,116513.744148976,0,0
 08/02  01:25:00,22.2833333333333,52.25,0,0,25.6340865611207,44.5439801525497,15,25.6336669921875,56.5228774667253,59.2907159595777,113016.335754451,0,113016.335754451,1,113016.335754451,75959.0934003043,0,0,113016.335754451,0,0
 08/02  01:30:00,22.2,52.5,0,0,25.608238012199,44.5878795411935,15,25.6078338623047,56.909347779647,59.3903057310703,109657.770079404,0,109657.770079404,1,109657.770079404,73149.6639030023,0,0,109657.770079404,0,0
 08/02  01:35:00,22.1166666666667,52.75,0,0,25.5823899469178,44.6349426900114,15,25.5820007324219,57.2828227123329,59.4890302461518,106398.703290702,0,106398.703290702,1,106398.703290702,70424.1441029553,0,0,106398.703290702,0,0
 08/02  01:40:00,22.0333333333333,53,0,0,25.5565423370981,44.6848811221645,15,25.5561676025391,57.6444606704237,59.5867542313597,103232.268819804,0,103232.268819804,1,103232.268819804,67776.7580335005,0,0,103232.268819804,0,0
 08/02  01:45:00,21.95,53.25,0,0,25.5306932067102,44.7374614181374,15,25.5303325653076,57.9953903650036,59.683490951129,100150.216982995,0,100150.216982995,1,100150.216982995,65200.5848314807,0,0,100150.216982995,0,0
 08/02  01:50:00,21.8666666666667,53.5,0,0,25.5048461967318,44.7924924145164,15,25.5044994354248,58.3366040346943,59.7793190604637,97136.8851845615,0,97136.8851845615,1,97136.8851845615,62682.542885856,0,0,97136.8851845615,0,0
 08/02  01:55:00,21.7833333333333,53.75,0,0,25.4789995672816,44.8498045309282,15,25.478666305542,58.6689727388579,59.8743355974091,94194.1957982695,0,94194.1957982695,1,94194.1957982695,60224.1900317596,0,0,94194.1957982695,0,0
 08/02  02:00:00,21.7,54,0,0,25.4531532456437,44.9092439160901,15,25.4528331756592,58.9932835822279,59.9686931498656,91315.3299982872,0,91315.3299982872,1,91315.3299982872,57819.8150733446,0,0,91315.3299982872,0,0
 08/02  02:05:00,21.5916666666667,54.25,0,0,25.4273107701914,44.9730737106354,15,25.4270000457764,59.3106336581854,60.0644587474774,89232.3929239269,0,89232.3929239269,1,89232.3929239269,56075.6339471907,0,0,89232.3929239269,0,0
 08/02  02:10:00,21.4833333333333,54.5,0,0,25.3938216796027,45.0578499492817,15,25.3934173583984,59.6210291011349,60.1617016354827,89390.9588232741,0,89390.9588232741,1,89390.9588232741,56195.5863931186,0,0,89390.9588232741,0,0
 08/02  02:15:00,21.375,54.75,0,0,25.3602163907622,45.1427482825642,15,25.3598327636719,59.9240063629268,60.2556283776455,85734.4950165454,0,85734.4950165454,1,85734.4950165454,53144.6045440955,0,0,85734.4950165454,0,0
 08/02  02:20:00,21.2666666666667,55,0,0,25.3266234793958,45.2264483950291,15,25.3262500762939,60.2202203094136,60.3423970782232,83999.229434935,0,83999.229434935,1,83999.229434935,51691.2655628866,0,0,83999.229434935,0,0
 08/02  02:25:00,21.1583333333333,55.25,0,0,25.2930282822599,45.30882511789,15,25.292667388916,60.5108496600051,60.4207245322415,81872.7006505356,0,81872.7006505356,1,81872.7006505356,49913.5215468517,0,0,81872.7006505356,0,0
 08/02  02:30:00,21.05,55.5,0,0,25.2594312161565,45.3900157853829,15,25.2590827941895,60.7968710583795,60.4910124357639,79785.4181774678,0,79785.4181774678,1,79785.4181774678,48174.1880476914,0,0,79785.4181774678,0,0
 08/02  02:35:00,20.9416666666667,55.75,0,0,25.2258361286397,45.4701671136874,15,25.2255001068115,61.078838653902,60.5541328282969,77738.0708644974,0,77738.0708644974,1,77738.0708644974,46472.1535833581,0,0,77738.0708644974,0,0
 08/02  02:40:00,20.8333333333333,56,0,0,25.1922411738065,45.5493777913707,15,25.1919174194336,61.3570260930739,60.6108464571433,75707.5235819162,0,75707.5235819162,1,75707.5235819162,44784.1513264503,0,0,75707.5235819162,0,0
 08/02  02:45:00,20.725,56.25,0,0,25.158644440067,45.6277012033568,15,25.158332824707,61.6316114556818,60.6616752578347,73693.3532082542,0,73693.3532082542,1,73693.3532082542,43109.8337260108,0,0,73693.3532082542,0,0
 08/02  02:50:00,20.6166666666667,56.5,0,0,25.1250496750265,45.7051549756421,15,25.1247501373291,61.9027620786763,60.7070157043253,71694.2434180636,0,71694.2434180636,1,71694.2434180637,41448.107910843,0,0,71694.2434180636,0,0
 08/02  02:55:00,20.5083333333333,56.75,0,0,25.0914550533902,45.7817733917255,15,25.0911674499512,62.1706450790098,60.7472013896588,69713.5977739439,0,69713.5977739439,1,69713.5977739439,39801.8033582916,0,0,69713.5977739439,0,0
 08/02  03:00:00,20.4,57,0,0,25.0578586595829,45.857578884709,15,25.0575828552246,62.4354189542788,60.7825573556984,67750.3246605302,0,67750.3246605302,1,67750.3246605302,38170.0142385326,0,0,67750.3246605302,0,0
 08/02  03:05:00,20.2833333333333,57.5,0,0,25.0242535845998,45.9294086890967,15,25.0240001678467,62.7075850880399,60.8252407894691,64062.3623993892,0,64062.3623993892,1,64062.3623993892,35106.0596425353,0,0,64062.3623993892,0,0
 08/02  03:10:00,20.1666666666667,58,0,0,24.9880984061379,46.0075637847221,15,24.9878330230713,62.9930317979588,60.8820518599397,62931.3136753971,0,62931.3136753971,1,62931.3136753971,34165.5512781193,0,0,62931.3136753971,0,0
 08/02  03:15:00,20.05,58.5,0,0,24.9519153512043,46.0888873311879,15,24.9516658782959,63.2929347545731,60.9544542314152,60459.6691613422,0,60459.6691613422,1,60459.6691613422,32111.8134462794,0,0,60459.6691613422,0,0
 08/02  03:20:00,19.9333333333333,59,0,0,24.9157384174496,46.1743918586281,15,24.9155006408691,63.6060682970271,61.0412511118077,58660.471112591,0,58660.471112591,1,58660.471112591,30616.6318282773,0,0,58660.471112591,0,0
 08/02  03:25:00,19.8166666666667,59.5,0,0,24.8795587169642,46.2641346753324,15,24.8793334960938,63.9307807419559,61.140583767492,56720.6590052533,0,56720.6590052533,1,56720.6590052533,29004.849746361,0,0,56720.6590052533,0,0
 08/02  03:30:00,19.7,60,0,0,24.8433789937426,46.3578324741521,15,24.8431663513184,64.2657082051719,61.2507468160555,54779.0657800964,0,54779.0657800964,1,54779.0657800964,27391.7449153159,0,0,54779.0657800964,0,0
 08/02  03:35:00,19.5833333333333,60.5,0,0,24.8071993072497,46.4552035190789,15,24.806999206543,64.6098377307453,61.3703289801985,52841.8481995562,0,52841.8481995562,1,52841.8481995562,25782.4190929498,0,0,52841.8481995562,0,0
 08/02  03:40:00,19.4666666666667,61,0,0,24.771021538576,46.5560327367906,15,24.7708339691162,64.9623439575789,61.4981287896612,50906.9923025958,0,50906.9923025958,1,50906.9923025958,24175.1904724123,0,0,50906.9923025958,0,0
 08/02  03:45:00,19.35,61.5,0,0,24.7348419258214,46.6601608052072,15,24.7346668243408,65.3224955975467,61.6330998825528,48977.1561116336,0,48977.1561116336,1,48977.1561116336,22572.2564343819,0,0,48977.1561116336,0,0
 08/02  03:50:00,19.2333333333333,62,0,0,24.6986623207866,46.7674343201466,15,24.6984996795654,65.6896032482869,61.774328588667,47048.8447797799,0,47048.8447797799,1,47048.8447797799,20970.7085026384,0,0,47048.8447797799,0,0
 08/02  03:55:00,19.1166666666667,62.5,0,0,24.6624827452568,46.8777131568782,15,24.66233253479,66.0630170881127,61.9211350339253,45124.0034077673,0,45124.0034077673,1,45124.0034077673,19372.1546591072,0,0,45124.0034077673,0,0
 08/02  04:00:00,19,63,0,0,24.6263050875649,46.9908577967519,15,24.6261672973633,66.4421167189679,62.0729454512752,43200.8353857142,0,43200.8353857142,1,43200.8353857142,17775.0960501115,0,0,43200.8353857142,0,0
 08/02  04:05:00,18.925,63.3333333333333,0,0,24.5901397689899,47.1053817616563,15,24.5900001525879,66.81845384813,62.2199062252758,58641.0774365662,0,58641.0774365662,1,58641.0774365662,17995.6700100059,0,0,58641.0774365662,0,0
 08/02  04:10:00,18.85,63.6666666666667,0,0,24.5668121415003,47.190185692204,15,24.5667495727539,67.1916064257317,62.3610322699216,52049.2464883432,0,52049.2464883432,1,52049.2464883432,12523.2210343511,0,0,52049.2464883432,0,0
 08/02  04:15:00,18.775,64,0,0,24.5435652756115,47.2777480366042,15,24.5435009002686,67.5622532394667,62.4984141172365,52508.2149339985,0,52508.2149339985,1,52508.2149339985,12904.0589488853,0,0,52508.2149339985,0,0
 08/02  04:20:00,18.7,64.3333333333333,0,0,24.5203019156875,47.3685072414058,15,24.5202503204346,67.9308424160107,62.6346914780029,49415.493259121,0,49415.493259121,1,49415.493259121,10336.649812485,0,0,49415.493259121,0,0
 08/02  04:25:00,18.625,64.6666666666667,0,0,24.4970419641175,47.4623505973524,15,24.4969997406006,68.2971793904025,62.7713412615027,47152.0686808562,0,47152.0686808562,1,47152.0686808562,8457.69483423568,0,0,47152.0686808562,0,0
 08/02  04:30:00,18.55,65,0,0,24.4737822316755,47.5591270412498,15,24.4737491607666,68.660977226044,62.9087795634398,44940.8017506759,0,44940.8017506759,1,44940.8017506759,6622.07729633359,0,0,44940.8017506759,0,0
 08/02  04:35:00,18.475,65.3333333333333,0,0,24.4505245436206,47.6586651977037,15,24.4505004882812,69.0221849457927,63.0469325093269,42764.3176958704,0,42764.3176958704,1,42764.3176958704,4815.36669495991,0,0,42764.3176958704,0,0
 08/02  04:40:00,18.4,65.6666666666667,0,0,24.4272650996201,47.7608350247755,15,24.4272499084473,69.3809562430741,63.1856699756855,40624.8561792569,0,40624.8561792569,1,40624.8561792569,3039.41548257702,0,0,40624.8561792569,0,0
 08/02  04:45:00,18.325,66,0,0,24.4040057752734,47.8654989184134,15,24.4039993286133,69.7374985137449,63.3249244651315,38516.4595160983,0,38516.4595160983,1,38516.4595160983,1289.27212501637,0,0,38516.4595160983,0,0
 08/02  04:50:00,18.25,66.3333333333333,0,0,24.3795246165825,47.9755770649649,15,24.3807506561279,70.0920003464032,63.4647315493824,36963.2611793077,0,36963.2611793077,1,36963.2611793077,0,0,0,36963.2611793077,0,0
 08/02  04:55:00,18.175,66.6666666666667,0,0,24.3498382411159,48.1007576783149,15,24.3575000762939,70.4446113064914,63.6052476403652,36963.2611793077,0,36963.2611793077,1,36963.2611793077,0,0,0,36963.2611793077,0,0
 08/02  05:00:00,18.1,67,0,0,24.3139893906596,48.2428409546418,15,24.33424949646,70.7954476111684,63.7469360819398,36963.2611793077,0,36963.2611793077,1,36963.2611793077,0,0,0,36963.2611793077,0,0
 08/02  05:05:00,18.0833333333333,67.0833333333333,0,0,24.276203939189,48.3822085917989,15,24.3110008239746,71.1353481253412,63.874990053171,61620.9452552657,0,61620.9452552657,1,61620.9452552657,0,0,0,61620.9452552657,0,0
 08/02  05:10:00,18.0666666666667,67.1666666666667,0,0,24.2392546383196,48.5134141494263,15,26.7804107666016,71.4550895137952,63.9825736430726,61620.9452552657,0,61620.9452552657,1,61620.9452552657,0,0,0,61620.9452552657,0,0
 08/02  05:15:00,18.05,67.25,6.75,0,24.204377971805,48.6364183022167,15,26.7752437591553,71.7433707647394,64.0744584490936,51700.9285011271,0,51700.9285011271,1,61620.9452552657,0,0,10333.350785561,51700.9285011271,0,0
 08/02  05:20:00,18.0333333333333,67.3333333333333,7.5,0,24.1708536470611,48.7550028707708,15,26.7700786590576,71.9763568016578,64.1568790661143,50603.758936704,0,50603.758936704,1,61620.9452552657,0,0,11476.2357485018,50603.758936704,0,0
 08/02  05:25:00,18.0166666666667,67.4166666666667,8.25,0,24.1376813890677,48.8725353138568,15,26.7649116516113,72.1369830538433,64.2342084976579,49505.7359432386,0,49505.7359432386,1,61620.9452552657,0,0,12620.0097000283,49505.7359432386,0,0
 08/02  05:30:00,18,67.5,9,0,24.1043305593701,48.9905487517373,15,26.759744644165,72.228510876481,64.3084530275307,48406.8041045872,0,48406.8041045872,1,61620.9452552657,0,0,13764.7303652901,48406.8041045872,0,0
 08/02  05:35:00,17.9833333333333,67.5833333333333,12.5,0.166666666666667,24.0711632105321,49.107891549668,15,26.7545776367187,72.2650699076762,64.3800805438177,43260.3709897578,0,43260.3709897578,1,61620.9452552657,0,0,19125.5981932374,43260.3709897578,0,0
 08/02  05:40:00,17.9666666666667,67.6666666666667,16,0.333333333333333,24.0386343766406,49.2231736620193,15,26.7494106292725,72.2539112709441,64.4490566591628,38112.0824623168,0,38112.0824623168,1,61620.9452552657,0,0,24488.3987426551,38112.0824623168,0,0
 08/02  05:45:00,17.95,67.75,19.5,0.5,24.0068949458935,49.3359333223512,15,26.7442436218262,72.1913335972112,64.5158630629284,32955.2255291131,0,32955.2255291131,1,61620.9452552657,0,0,29860.1247147423,32955.2255291131,0,0
 08/02  05:50:00,17.9333333333333,67.8333333333333,23,0.666666666666667,23.9759252548753,49.4462260566707,15,26.7390785217285,72.0718604819812,64.5804082316748,1468269.02711421,0,1468269.02711421,1,1502107.59737384,0,0,35248.5106871119,1468269.02711421,0,0
 08/02  05:55:00,17.9166666666667,67.9166666666667,26.5,0.833333333333333,23.9458899736588,49.5535702038089,15,26.7339115142822,71.8945327430905,64.6423656764283,265444.789395823,0,265444.789395823,1,304467.176258058,0,0,40648.3196481615,265444.789395823,0,0
 08/02  06:00:00,17.9,68,30,1,23.9169650084984,49.6574452041102,15,26.7287445068359,71.6629117090688,64.7016445562492,17403.7959808927,0,17403.7959808927,1,61620.9452552657,0,0,46059.5304941386,17403.7959808927,0,0
 08/02  06:05:00,17.8416666666667,68.25,33.5,1.16666666666667,23.8919568012284,49.7547604757405,15,26.7235774993896,71.3907212118974,64.7657305063443,3686.00606114273,0,3686.00606114273,1,53108.8580097557,0,0,51482.1374464718,3686.00606114273,0,0
 08/02  06:10:00,17.7833333333333,68.5,37,1.33333333333333,23.8677195038533,49.8523716533575,15,25.2309169769287,71.0889365334533,64.835062493384,0,1530.63435303596,-1530.63435303596,1,53108.8580097557,0,0,56916.1378779079,0,1530.63435303596,0
 08/02  06:15:00,17.725,68.75,40.5,1.5,23.8419996138781,49.9548217675633,15,25.212833404541,70.7687980716397,64.9067396231338,0,6758.20711504917,-6758.20711504917,1,53108.8580097557,0,0,62361.5261716717,0,6758.20711504917,0
 08/02  06:20:00,17.6666666666667,69,44,1.66666666666667,23.8144151445891,50.0622528284124,15,25.1947498321533,70.4397958257827,64.9777822516544,0,11996.7008780318,-11996.7008780318,1,53108.8580097557,0,0,67818.2905081119,0,11996.7008780318,0
 08/02  06:25:00,17.6083333333333,69.25,47.5,1.83333333333333,23.7855021083586,50.1728265629604,15,25.1766662597656,70.1080681723674,65.0466230363216,0,17246.0966811889,-17246.0966811889,1,53108.8580097557,0,0,73286.4111364006,0,17246.0966811889,0
 08/02  06:30:00,17.55,69.5,51,2,23.7558944774413,50.2846716345914,15,25.1585826873779,69.7780735695084,65.1128182102881,0,22506.3670424641,-22506.3670424641,1,53108.8580097557,0,0,78765.8594293956,0,22506.3670424641,0
